description,category
ONLINE ORDER SPRINT STORE,Bills & Utilities
online order organic food,Groceries
Payment to Anytime Fitness,Health & Fitness
ach hoa dues payment  #3498  12/8,Bills & Utilities
Debit Card Booking.com,Travel
Debit Card Water Bill,Bills & Utilities
STORAGE UNIT,Rent & Housing
ach mcdonald's,Food & Dining
MAGAZINE PAYMENT,Subscriptions
Vegetable Stand store  #6234,Groceries
Victoria's Secret,Shopping
CREDIT CARD VIDEO GAME,Entertainment
Patreon,Subscriptions
COX COMMUNICATIONS,Bills & Utilities
CAR DETAILING,Other
CREDIT CARD ICLOUD  7/2,Subscriptions
CANVA LLC,Subscriptions
Marriott  7/27,Travel
MYNTRA  #1557,Shopping
AMBULANCE  #7838,Health & Fitness
School Supplies,Education
ONLINE ORDER RENT PAYMENT  3/15,Rent & Housing
ONLINE ORDER PUBLIX,Groceries
debit card personal trainer,Health & Fitness
Payment to Squarespace,Subscriptions
T-Mobile  #3284,Bills & Utilities
SHOPIFY SHOP  #5580  9/1,Subscriptions
TRANSFER TO MUSIC ROYALTY  #3234,Income
CREDIT CARD THEME PARK  #1705  1/7,Entertainment
Texaco,Transportation
CLUB ENTRY PAYMENT,Entertainment
online order u-haul,Rent & Housing
ONLINE ORDER ANYTIME FITNESS,Health & Fitness
cold stone  #3373,Food & Dining
ach tutoring income  6/11,Income
TRANSFER TO GRAMMARLY PAYMENT,Subscriptions
Squarespace  3/2,Subscriptions
Credit Card Nintendo online  #7241,Entertainment
Speedway  #7770,Transportation
Spotify payment  5/23,Subscriptions
POS TRANSACTION LYFT,Transportation
HOA DUES,Bills & Utilities
AIRPORT PARKING  4/2,Transportation
LYFT ONLINE  #4413,Transportation
Brake Service,Transportation
DEBIT CARD CHATGPT PLUS  3/3,Subscriptions
car rental inc  5/17,Transportation
POS Transaction Flight Booking shop,Transportation
Wix  4/8,Subscriptions
Trampoline Park,Entertainment
transfer to lottery ticket  7/26,Other
Running Shoes,Health & Fitness
POS Transaction Cashback,Income
Home Security,Bills & Utilities
Metro  #8003  6/13,Transportation
DEBIT CARD APARTMENT  12/25,Rent & Housing
starbucks payment  #2605,Food & Dining
Credit Card Direct Deposit,Income
CREDIT CARD WEBSITE HOSTING  5/3,Subscriptions
POS TRANSACTION KHAN ACADEMY,Education
Transfer to Gift Shop  #6418  11/24,Shopping
pos transaction patreon,Subscriptions
VONS,Groceries
Gap,Shopping
KHAN ACADEMY,Education
TRANSFER TO DAYCARE,Other
TRANSFER TO TOUR GUIDE,Travel
Electrician,Bills & Utilities
BABYSITTER  11/18,Other
PURCHASE AT YOUTUBE AD REVENUE,Income
CREDIT CARD DHL,Other
POS TRANSACTION HOME CLEANING  #543,Bills & Utilities
ACH AT&T STORE,Bills & Utilities
HOME DEPOT  5/20,Rent & Housing
PURCHASE AT COX COMMUNICATIONS STORE,Bills & Utilities
Daycare  #5745,Other
ACH DOMINION ENERGY STORE,Bills & Utilities
GRE Test,Education
SUBWAY  9/14,Food & Dining
Direct Deposit,Income
TRANSFER TO RUNNING SHOES,Health & Fitness
APARTMENT  #8319,Rent & Housing
jewelry store store,Shopping
COMMISSION ONLINE,Income
DICK'S SPORTING GOODS  #9995,Shopping
BOOK CLUB,Entertainment
POS TRANSACTION AT&T,Bills & Utilities
SIDE HUSTLE LLC  #6171,Income
ALBERTSONS  9/9,Groceries
CREDIT CARD BULK FOOD,Groceries
Chiropractor  7/24,Health & Fitness
THEME PARK,Entertainment
CREDIT CARD BAKERY,Groceries
debit card zoo online  5/20,Entertainment
Political Contribution,Other
ACH SAFEWAY LLC  #5035,Groceries
DUNKIN DONUTS  3/26,Food & Dining
YouTube Premium  #3049,Subscriptions
Property Tax,Bills & Utilities
PURCHASE AT LATE FEE,Other
playstation store  #9363,Entertainment
Bathroom Renovation  #4933,Rent & Housing
Ski Resort,Travel
SPA SHOP,Health & Fitness
Dental Insurance  #5842,Health & Fitness
SPECTRUM,Bills & Utilities
CREDIT CARD BATHROOM RENOVATION  #4916,Rent & Housing
Spirit Airlines  #6228,Travel
LIBRARY FINE,Education
purchase at conference payment  #1376  3/11,Education
TRANSFER TO SOLD ITEMS,Income
FOOD TRUCK,Food & Dining
Credit Card Ola  #3596,Transportation
donation online,Other
ACH PARKING METER  #4410,Transportation
home renovation,Rent & Housing
ACH ELECTRICIAN,Bills & Utilities
transfer to car wash  #833,Transportation
ACH CASH APP TRANSFER,Income
ACH PLUMBER,Rent & Housing
car detailing  #2058,Other
Wedding Gift llc  11/15,Other
Kayak llc,Travel
ACH Marriott,Travel
DEBIT CARD PATREON ONLINE,Subscriptions
Comedy Show  #936,Entertainment
POS TRANSACTION PART TIME JOB  #1286,Income
BROADBAND,Bills & Utilities
Car Wash store  #948,Transportation
BABYSITTER STORE  #7247,Other
ATM,Other
bulk food,Groceries
INTEREST INCOME,Income
Purchase at Best Buy  #4853,Shopping
DEBIT CARD ZOO STORE  6/22,Entertainment
POS TRANSACTION TAILORING,Other
Notion  2/14,Subscriptions
SKILLSHARE,Education
HOA Fee,Rent & Housing
Calculator shop,Education
POS TRANSACTION JEWELRY STORE STORE  #7420,Shopping
Gift Money  #1711,Income
Purchase at YouTube Premium  #1350,Subscriptions
Transfer to Starbucks inc  6/28,Food & Dining
WEBSITE HOSTING  #4818  8/19,Subscriptions
McDonald's  1/23,Food & Dining
CHIPOTLE,Food & Dining
SOUTHWEST  1/18,Travel
Adsense  5/26,Income
CREDIT CARD ZOOM STORE,Subscriptions
PAYMENT TO SHOE REPAIR SHOP,Other
Shoe Repair  #7779  11/2,Other
WENDY'S STORE  #8477,Food & Dining
Payment to Travel Vaccination,Travel
Music Lessons  #5486,Education
ACH Cox Communications,Bills & Utilities
Sony store  #1772,Shopping
PAYMENT TO FROZEN FOOD LLC  #6602  11/2,Groceries
TICKETMASTER,Entertainment
hoa dues  8/12,Bills & Utilities
Macy's  #7552  5/15,Shopping
Credit Card YouTube Ad Revenue store  11/12,Income
Landscaping,Rent & Housing
Purchase at Laptop  8/10,Education
PURCHASE AT AIRTEL  #2211,Bills & Utilities
Hilton,Travel
GRE Test,Education
ach duke energy  #3568,Bills & Utilities
ONLINE ORDER HOA FEE,Rent & Housing
BONUS  #7250,Income
shoe repair,Other
Comcast,Bills & Utilities
online order vrbo  #431,Travel
Shein,Shopping
Debit Card Consulting  #9279,Income
Patreon,Subscriptions
Debit Card Museum,Entertainment
payment to bathroom renovation,Rent & Housing
Purchase at Valvoline,Transportation
Exxon payment,Transportation
PG&E,Bills & Utilities
ADOBE,Subscriptions
Urgent Care shop,Health & Fitness
ACH Meijer  #1966  9/17,Groceries
Panda Express  10/11,Food & Dining
ACH RUNNING SHOES  #4056,Health & Fitness
PART TIME JOB,Income
ACH Passport  #510,Travel
Travel Insurance shop,Travel
Birthday Party,Other
Furniture Assembly,Rent & Housing
CREDIT CARD HBO MAX  #5245,Entertainment
TRANSFER TO LANGUAGE APP LLC  #4334  3/13,Education
Online order Eventbrite  3/18,Entertainment
MYNTRA,Shopping
ADOBE,Subscriptions
BOOK STORE  #681  10/17,Shopping
Transfer to AT&T  #6641,Bills & Utilities
Credit Card Speedway inc  3/25,Transportation
transfer to hyatt,Travel
debit card dominion energy  7/28,Bills & Utilities
ACH COLLEGE TUITION PAYMENT,Education
Purchase at Amazon Prime,Subscriptions
ONLINE ORDER ORGANIC FOOD  #458  4/7,Groceries
Substack,Subscriptions
STORAGE UNIT,Rent & Housing
POS TRANSACTION ANYTIME FITNESS  #569,Health & Fitness
PURCHASE AT LAB TEST,Health & Fitness
Purchase at Dashlane,Subscriptions
ONLINE ORDER TICKETMASTER PAYMENT,Entertainment
UNDER ARMOUR ONLINE,Shopping
DEBIT CARD TWITCH,Entertainment
TRANSFER TO MUSIC LESSONS,Education
Calm,Health & Fitness
Smart Home Device,Rent & Housing
Hulu Premium  #4458,Subscriptions
POS Transaction Speedway,Transportation
DEBIT CARD APARTMENT  7/26,Rent & Housing
Transfer to Rental Income,Income
PROPERTY MANAGEMENT LLC,Rent & Housing
Exxon,Transportation
CHEGG ONLINE  #2924  10/24,Education
CREDIT CARD GRE TEST  4/28,Education
PURCHASE AT GOOGLE ONE,Subscriptions
ACCOUNTING SHOP  #8245,Other
tj maxx online  #3353  6/15,Shopping
Purchase at Dominion Energy  8/13,Bills & Utilities
Chick-fil-A,Food & Dining
SAT PREP  #2468,Education
ACH GIFT MONEY SHOP,Income
ACH YOUTUBE AD REVENUE  #6096,Income
DEBIT CARD DAIRY  2/20,Groceries
payment to sweetgreen,Food & Dining
pos transaction baby food  #2008,Groceries
ACH HOME DEPOT STORE,Shopping
Blue Apron  #6592,Subscriptions
Alamo,Travel
best buy,Shopping
Purchase at Anytime Fitness store  #4297,Health & Fitness
Carnival Cruise,Travel
POS TRANSACTION SHEIN  6/3,Shopping
Uber Earnings,Income
BP FUEL  #7622  1/6,Transportation
debit card xfinity  #1482,Bills & Utilities
Credit Card Municipal Water,Bills & Utilities
Gas Bill online,Bills & Utilities
southwest,Travel
ACH EDUCATIONAL SOFTWARE,Education
Credit Card HOA Dues,Bills & Utilities
Pasta  #7060,Groceries
Credit Card Running Shoes,Health & Fitness
Metro Rail  #8103,Transportation
pos transaction marriott  #8915  6/28,Travel
ONLINE ORDER VICTORIA'S SECRET,Shopping
U-Haul llc,Rent & Housing
ONLINE ORDER TAILORING  2/9,Other
domino's pizza  1/11,Food & Dining
SURGERY,Health & Fitness
DEBIT CARD DOMINION ENERGY  #2690  8/12,Bills & Utilities
TACO BELL  #9950,Food & Dining
Payment to Sprint payment  #1051,Bills & Utilities
ZARA,Shopping
ChatGPT Plus,Subscriptions
Mexican Grocery  #6996,Groceries
TRANSFER TO PASSPORT PHOTO,Other
ACH SHELL  #3322  5/26,Transportation
pos transaction study materials shop,Education
HOME DEPOT,Rent & Housing
Chick-fil-A inc  #2036  2/18,Food & Dining
Transfer to Certification payment  5/13,Education
Debit Card Parking Meter inc,Transportation
DOORDASH,Food & Dining
Microsoft 365  #9379,Subscriptions
PROTEIN POWDER  #5561,Health & Fitness
ELECTRICIAN STORE,Bills & Utilities
SAFEWAY,Groceries
Airport Parking  #8693  2/15,Transportation
DEBIT CARD KROGER,Groceries
Uber Eats  #6221,Food & Dining
TRANSFER TO ACCOUNTING  9/9,Other
QuikTrip  #3639,Transportation
APPLIANCE REPAIR,Rent & Housing
ELECTRIC BILL INC,Bills & Utilities
Leasing Office,Rent & Housing
Purchase at Car Rental  2/21,Transportation
Payment to Firestone  #8127,Transportation
DAYCARE PAYMENT,Other
BAKERY STORE,Groceries
Burger King,Food & Dining
CALCULATOR  4/18,Education
Maintenance Fee,Other
NEWSPAPER,Subscriptions
DEBIT CARD COLD STONE PAYMENT,Food & Dining
payment to playstation store,Entertainment
youtube premium  #1394,Subscriptions
QUIZLET,Education
ESCAPE ROOM PAYMENT  #8339,Entertainment
PURCHASE AT BP FUEL  1/25,Transportation
Passport Photo,Other
ACH AUTO REPAIR SHOP,Transportation
Purchase at Bed Bath Beyond,Shopping
Comcast,Bills & Utilities
ARCADE,Entertainment
pos transaction sushi bar,Food & Dining
TITHE  #7362,Other
HOMEGOODS STORE  11/10,Shopping
TRANSFER TO CHIPOTLE,Food & Dining
Debit Card Hiking Gear  #4109,Travel
APPLE STORE ONLINE  #9352,Shopping
payment to cleaning supplies  8/22,Groceries
Online order McAfee  2/15,Subscriptions
TRAMPOLINE PARK,Entertainment
ETSY,Shopping
GAS BILL INC,Bills & Utilities
Car Wash,Transportation
Adsense  #3929,Income
POS TRANSACTION BAKERY,Food & Dining
CREDIT CARD BONUS SHOP,Income
Spectrum,Bills & Utilities
Payment to Navient inc,Education
ONLINE ORDER MUSIC LESSONS ONLINE,Education
MINI GOLF,Entertainment
ADOBE,Subscriptions
ZELLE TRANSFER  #6986,Income
Kitchen Remodel  9/16,Rent & Housing
SMART HOME DEVICE STORE,Rent & Housing
POS TRANSACTION STUDENT LOAN  7/27,Education
GRE Test payment  #1732  6/18,Education
POS TRANSACTION DENTAL INSURANCE,Health & Fitness
STOP & SHOP  #1206,Groceries
Victoria's Secret inc  10/18,Shopping
payment to grammarly  #5731,Subscriptions
DUKE ENERGY,Bills & Utilities
Purchase at Public Storage  10/14,Rent & Housing
Home Renovation payment,Rent & Housing
Electrician,Bills & Utilities
Passport Photo  #1249,Other
MEAT MARKET,Groceries
PURCHASE AT BEACH EQUIPMENT,Travel
POS Transaction Spectrum  10/18,Bills & Utilities
DEBIT CARD AIRPORT PARKING,Transportation
ACH Hospital  #4548,Health & Fitness
ACH Urgent Care,Health & Fitness
Zoom,Subscriptions
HVAC MAINTENANCE,Bills & Utilities
PAYMENT TO SQUARESPACE,Subscriptions
LIBRARY FINE  #6255,Education
BIRTHDAY PARTY,Other
online order trampoline park,Entertainment
CREDIT CARD CONCERT TICKETS,Entertainment
Online order Direct Deposit  #7820,Income
Canva,Subscriptions
CINEMARK  #3430  7/22,Entertainment
CASHBACK,Income
MORTGAGE,Rent & Housing
Notary store  #7286,Other
DOCTOR VISIT  #9756,Health & Fitness
LASER TAG PAYMENT  #9314  4/6,Entertainment
ONLINE ORDER WHOLE FOODS,Groceries
CREDIT CARD ZOOM  10/22,Subscriptions
RALPHS,Groceries
POS TRANSACTION STUBHUB,Entertainment
online order italian bistro shop,Food & Dining
credit card slack  4/27,Subscriptions
POS Transaction Zoo  3/22,Entertainment
Debit Card Rapido  #6684,Transportation
AIRPORT PARKING,Transportation
Purchase at Dental Insurance online,Health & Fitness
DEBIT CARD COLLEGE LLC  #5900,Education
ACH SWEETGREEN INC  4/19,Food & Dining
Debit Card Bed Bath Beyond,Shopping
Debit Card Pet Grooming,Other
TEMU  #7640  10/8,Shopping
Credit Card International SIM  #6164  9/26,Travel
payment to adt security,Bills & Utilities
Purchase at Karaoke  #7438,Entertainment
tinder,Subscriptions
Transfer to Payroll store,Income
ADSENSE STORE,Income
SPORTS EVENT,Entertainment
HEALTH INSURANCE,Health & Fitness
Debit Card YouTube Premium  #4653,Subscriptions
payment to electricity board inc  #4254,Bills & Utilities
Credit Card Netflix  #3813,Subscriptions
EXTRA SPACE STORAGE LLC,Rent & Housing
PAYROLL,Income
SQUARESPACE  #9696,Subscriptions
CREDIT CARD PARKING METER,Transportation
accounting,Other
Debit Card Watch Store,Shopping
ONLINE ORDER WAWA GAS STORE,Transportation
TRANSFER TO WASTE MANAGEMENT ONLINE  3/17,Bills & Utilities
POS TRANSACTION ALBERTSONS  #3110,Groceries
Payment to Interest Income  10/22,Income
DEBIT CARD TWITCH  3/3,Entertainment
payment to car rental shop,Transportation
Debit Card Salary payment  8/10,Income
Grammarly,Subscriptions
Smoothie King  #583,Food & Dining
Ski Resort,Travel
Student Loan  9/14,Education
Yoga Class,Health & Fitness
ACH TOLL  11/9,Transportation
Best Buy  #5008,Shopping
Parking,Transportation
SMART HOME DEVICE,Rent & Housing
pos transaction notebook  #156  3/28,Education
ACH Key Duplication  4/21,Other
TRANSFER TO GOOGLE ONE SHOP,Subscriptions
CREDIT CARD VONS  8/9,Groceries
QUIKTRIP,Transportation
Leasing Office  #8462,Rent & Housing
GRUBHUB ONLINE  #2763,Food & Dining
Payment to Contact Lenses,Health & Fitness
Trampoline Park,Entertainment
Municipal Water  8/27,Bills & Utilities
Metro Rail,Transportation
ACH Bakery,Food & Dining
Gym Membership store,Health & Fitness
Canned Goods,Groceries
Travel Adapter,Travel
SHEIN,Shopping
PAYMENT TO LANGUAGE APP LLC,Education
TRANSFER TO CARNIVAL CRUISE  #8133,Travel
CREDIT CARD STORAGE UNIT  #4717,Rent & Housing
PG&E llc  #5514,Bills & Utilities
ONLINE ORDER MARRIOTT,Travel
Chevron,Transportation
BUDGET,Travel
Debit Card Meijer  #3661,Groceries
FOOD TRUCK,Food & Dining
Home Insurance,Rent & Housing
NEWSPAPER,Subscriptions
Storage Unit payment  #2825,Rent & Housing
SEPHORA  #6842  1/16,Shopping
CANVA LLC,Subscriptions
Payment to Trader Joe's,Groceries
PARKING TICKET  #2224,Other
TRANSFER TO SHOE REPAIR  #9033,Other
Dominion Energy,Bills & Utilities
CONSULTING,Income
BUMBLE,Subscriptions
BABYSITTER,Other
DMV payment  #9196,Transportation
FIVE GUYS STORE,Food & Dining
ONLINE ORDER APPLIANCE REPAIR INC  #8149  11/22,Rent & Housing
Key Duplication,Other
adt security  #9502,Bills & Utilities
Best Buy shop,Shopping
PAYMENT TO EVENTBRITE,Entertainment
POS Transaction Uber Earnings inc,Income
ACH STUDENT LOAN  4/20,Education
ACH Enterprise Rent-A-Car,Travel
ACH Roof Repair,Rent & Housing
payment to smart home device  #4842,Rent & Housing
gas bill store  #8122,Bills & Utilities
Airport Parking,Transportation
CREDIT CARD OVERDRAFT FEE,Other
TINDER PAYMENT,Subscriptions
Target store  #7260,Shopping
Credit Card Upwork store  #1934,Income
Currency Exchange store,Other
REI LLC,Travel
PURCHASE AT UBER EARNINGS,Income
PAYMENT TO INDIAN CURRY HOUSE STORE  #253,Food & Dining
COSTCO GROCERY,Groceries
Metro  7/12,Transportation
ACH COMMISSION,Income
POS Transaction Indian Curry House  #3177,Food & Dining
Resort  #1088  4/20,Travel
POS Transaction HVAC Maintenance,Bills & Utilities
Pet Supplies online,Other
PURCHASE AT DOMINO'S PIZZA,Food & Dining
PANDA EXPRESS,Food & Dining
Transfer to Water Bill,Bills & Utilities
Thai Restaurant,Food & Dining
Firestone shop,Transportation
TRANSFER TO UNDER ARMOUR  #3621,Shopping
ChatGPT Plus  #3253,Subscriptions
Quizlet  #975,Education
TRANSFER TO PLAYSTATION STORE,Entertainment
LASER TAG SHOP  #2982,Entertainment
TRANSFER TO HULU,Entertainment
jio,Bills & Utilities
APPLE TV  #3188,Entertainment
Food Lion online,Groceries
Online order Pasta,Groceries
UNIVERSITY INC,Education
PEST CONTROL  10/15,Bills & Utilities
SLACK  6/17,Subscriptions
FEDEX,Other
Bank Fee  12/13,Other
Stripe Payout,Income
ADIDAS,Shopping
Mailchimp,Subscriptions
credit card cleaning supplies,Groceries
POS Transaction Taxi,Transportation
newspaper payment  #8667,Subscriptions
SHAKE SHACK,Food & Dining
PAYMENT TO VALVOLINE ONLINE  #5578,Transportation
Train Ticket  #1740,Transportation
Purchase at eBay  #1996,Shopping
PURCHASE AT GNC STORE,Health & Fitness
HULU PREMIUM  #1114,Subscriptions
Vegetable Stand,Groceries
CAVA  1/23,Food & Dining
Home Depot,Rent & Housing
Samsonite inc,Travel
Transfer to Security Deposit  5/28,Rent & Housing
GRE TEST ONLINE  3/9,Education
DEBIT CARD LOTTERY TICKET  8/23,Other
ACH Home Security llc,Bills & Utilities
PURCHASE AT WIX  #5793,Subscriptions
Ambulance,Health & Fitness
CREDIT CARD PHYSICAL THERAPY  8/1,Health & Fitness
Credit Card Laundry shop,Bills & Utilities
IN-N-OUT  #6633,Food & Dining
mta,Transportation
TACO BELL,Food & Dining
Pest Control llc,Bills & Utilities
Meat Market  3/6,Groceries
ACH COX COMMUNICATIONS LLC  5/23,Bills & Utilities
ACH PHOTOGRAPHY GIG  #6225,Income
PURCHASE AT SPIRIT AIRLINES PAYMENT,Travel
CLEANING SUPPLIES SHOP,Groceries
TRANSFER TO EVENTBRITE,Entertainment
Debit Card Home Depot  #7497,Rent & Housing
CREDIT CARD HULU,Entertainment
LOWE'S,Shopping
Comedy Show,Entertainment
CHINESE TAKEAWAY INC,Food & Dining
CONFERENCE,Education
Credit Card Educational Software store  #6510,Education
Purchase at Eye Doctor  #9939,Health & Fitness
debit card video game,Entertainment
Debit Card Lunch Cafe,Food & Dining
online order delta,Travel
POST OFFICE,Other
Payment to Gap,Shopping
transfer to video game store,Entertainment
SEWER SERVICE  #9482,Bills & Utilities
RITE AID,Health & Fitness
ONLINE ORDER DISNEY+,Subscriptions
QUIZLET  #5815,Education
DEBIT CARD MUSEUM PAYMENT,Entertainment
PAPA JOHNS,Food & Dining
POS TRANSACTION ART CLASS SHOP,Education
Notion  6/19,Subscriptions
DENTIST,Health & Fitness
ACH Mini Golf inc  #1048,Entertainment
Food Lion,Groceries
Hulu Premium,Subscriptions
Medium  #7665,Subscriptions
BONUS,Income
Birthday Party,Other
PURCHASE AT STUDENT LOAN  #3280,Education
HILTON,Travel
DENTAL INSURANCE,Health & Fitness
VEGETABLE STAND,Groceries
CAR RENTAL,Transportation
ACH HOA FEE,Rent & Housing
ACH STATE FARM  12/16,Transportation
ACH LOWE'S INC,Shopping
ACH Marshalls  #4731,Shopping
HOA FEE  10/18,Rent & Housing
SMART HOME DEVICE STORE,Rent & Housing
SEPHORA LLC  #2677,Shopping
purchase at gas bill  10/2,Bills & Utilities
TRANSFER TO PAPA JOHNS,Food & Dining
Payroll  #5319,Income
PHARMACY,Health & Fitness
TAX REFUND  #2727,Income
Shell  1/13,Transportation
Transfer to Public Storage,Rent & Housing
Debit Card Rite Aid,Health & Fitness
HOLIDAY INN PAYMENT  #5681,Travel
T-MOBILE STORE  #1847,Bills & Utilities
security deposit shop,Rent & Housing
PAYPAL TRANSFER  6/14,Income
DOOR LOCK,Rent & Housing
GIFT MONEY,Income
Electricity Board,Bills & Utilities
YOUTUBE PREMIUM STORE  10/6,Subscriptions
Costco,Shopping
CREDIT CARD AMAZON,Shopping
Ulta  6/23,Shopping
Transfer to Frozen Food,Groceries
McAfee,Subscriptions
POS TRANSACTION DUNKIN DONUTS LLC,Food & Dining
POS TRANSACTION ADSENSE,Income
TRANSFER TO BATHROOM RENOVATION  6/11,Rent & Housing
PURCHASE AT PERSONAL TRAINER  #1007,Health & Fitness
PURCHASE AT TITHE,Other
Purchase at Visa  #5639,Travel
SKILLSHARE  #8239,Education
AMBULANCE  #7358  3/8,Health & Fitness
Amtrak llc,Transportation
ONLINE ORDER BEST BUY  9/15,Shopping
CONSULTING  6/1,Income
Transfer to DMV,Transportation
Ulta,Shopping
calm,Health & Fitness
walmart  #6793,Shopping
OIL CHANGE STORE,Transportation
Payment to Accounting  #6534,Other
POS TRANSACTION BSNL  #3800,Bills & Utilities
TRANSFER TO FROZEN FOOD,Groceries
